Measure;Caption;Fatturato[Costo unitario standard - Fatturato - YOYTD%];Costo unitario standard - Fatturato - YOYTD%;Standard Unit Cost - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - YOYTD%];Costo unitario medio - Fatturato - YOYTD%;Average Unit Cost - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - YOYTD%];Costo unitario medio progressivo - Fatturato - YOYTD%;Progressive Average Unit Cost - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - YOYTD%];Costo unitario movimento - Fatturato - YOYTD%;Unit Cost Of Movement - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - YOYTD%];Margine costo movimento - Fatturato - YOYTD%;Movement Cost Margin - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - YOYTD%];Margine costo medio progressivo - Fatturato - YOYTD%;Progressive Average Cost Margin - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - YOYTD%];Margine costo medio - Fatturato - YOYTD%;Average Cost Margin - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - YOYTD%];Margine costo standard - Fatturato - YOYTD%;Standard Cost Margin - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - YOYTD%];Provvigione - Fatturato - YOYTD%;Commission - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - YOYTD%];Provvigione unitaria - Fatturato - YOYTD%;Unit Commission - Turnover - YOYTD%;;;;;;;;;
Measure;Caption;Fatturato[Quantità - Fatturato - MOM];Quantità - Fatturato - MOM;Quantity - Turnover - MOM;;;;;;;;;
Table;DisplayFolder;Fatturato[Variazioni da mese precedente (MOM)];;Change From Previous Month (MOM);;;;;;;;;
Measure;Caption;Fatturato[Importo (no omaggi) - Fatturato - MOM];Importo (no omaggi) - Fatturato - MOM;Amount (No Gifts) - Turnover - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo medio - Fatturato - MOM];Costo medio - Fatturato - MOM;Average Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo medio progressivo - Fatturato - MOM];Costo medio progressivo - Fatturato - MOM;Progressive Average Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo movimento - Fatturato - MOM];Costo movimento - Fatturato - MOM;Movement Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo standard - Fatturato - MOM];Costo standard - Fatturato - MOM;Standard Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Importo unitario - Fatturato - MOM];Importo unitario - Fatturato - MOM;Unit Amount - Turnover - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario standard - Fatturato - MOM];Costo unitario standard - Fatturato - MOM;Standard Unit Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - MOM];Costo unitario medio - Fatturato - MOM;Average Unit Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - MOM];Costo unitario medio progressivo - Fatturato - MOM;Progressive Average Unit Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - MOM];Costo unitario movimento - Fatturato - MOM;Movement Unit Cost - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - MOM];Margine costo movimento - Fatturato - MOM;Movement Cost Margin - Turnover - MOM;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - MOM];Margine costo medio progressivo - Fatturato - MOM;Progressive Average Cost Margin - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - MOM];Margine costo medio - Fatturato - MOM;Average Cost Margin - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - MOM];Margine costo standard - Fatturato - MOM;Standard Cost Margin - Revenue - MOM;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - MOM];Provvigione - Fatturato - MOM;Commission - Turnover - MOM;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - MOM];Provvigione unitaria - Fatturato - MOM;Unit Commission - Turnover - MOM;;;;;;;;;
Measure;Caption;Fatturato[Quantità - Fatturato - MOM%];Quantità - Fatturato - MOM%;Quantity - Turnover - MOM%;;;;;;;;;
Table;DisplayFolder;Fatturato[Variazioni % da mese precedente (MOM%)];;% Change From Previous Month (MOM%);;;;;;;;;
Measure;Caption;Fatturato[Importo (no omaggi) - Fatturato - MOM%];Importo (no omaggi) - Fatturato - MOM%;Amount (No Gifts) - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo medio - Fatturato - MOM%];Costo medio - Fatturato - MOM%;Average Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo medio progressivo - Fatturato - MOM%];Costo medio progressivo - Fatturato - MOM%;Progressive Average Cost - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo movimento - Fatturato - MOM%];Costo movimento - Fatturato - MOM%;Movement Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo standard - Fatturato - MOM%];Costo standard - Fatturato - MOM%;Standard Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Importo unitario - Fatturato - MOM%];Importo unitario - Fatturato - MOM%;Unit Amount - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario standard - Fatturato - MOM%];Costo unitario standard - Fatturato - MOM%;Standard Unit Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - MOM%];Costo unitario medio - Fatturato - MOM%;Average Unit Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - MOM%];Costo unitario medio progressivo - Fatturato - MOM%;Progressive Average Unit Cost - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - MOM%];Costo unitario movimento - Fatturato - MOM%;Movement Unit Cost - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - MOM%];Margine costo movimento - Fatturato - MOM%;Movement Cost Margin - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - MOM%];Margine costo medio progressivo - Fatturato - MOM%;Progressive Average Cost Margin - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - MOM%];Margine costo medio - Fatturato - MOM%;Average Cost Margin - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - MOM%];Margine costo standard - Fatturato - MOM%;Standard Cost Margin - Revenue - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - MOM%];Provvigione - Fatturato - MOM%;Commission - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - MOM%];Provvigione unitaria - Fatturato - MOM%;Unit Commission - Turnover - MOM%;;;;;;;;;
Measure;Caption;Fatturato[Quantità - Fatturato - PQ];Quantità - Fatturato - PQ;Quantity - Turnover - PQ;;;;;;;;;
Table;DisplayFolder;Fatturato[Trimestre precedente (PQ)];;Previous Quarter (FP);;;;;;;;;
Measure;Caption;Fatturato[Importo (no omaggi) - Fatturato - PQ];Importo (no omaggi) - Fatturato - PQ;Amount (No Gifts) - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo medio - Fatturato - PQ];Costo medio - Fatturato - PQ;Average Cost - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo medio progressivo - Fatturato - PQ];Costo medio progressivo - Fatturato - PQ;Progressive Average Cost - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo movimento - Fatturato - PQ];Costo movimento - Fatturato - PQ;Movement Cost - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo standard - Fatturato - PQ];Costo standard - Fatturato - PQ;Standard Cost - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Importo unitario - Fatturato - PQ];Importo unitario - Fatturato - PQ;Unit Amount - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario standard - Fatturato - PQ];Costo unitario standard - Fatturato - PQ;Standard Unit Cost - Revenue - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - PQ];Costo unitario medio - Fatturato - PQ;Average Unit Cost - Revenue - FP;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - PQ];Costo unitario medio progressivo - Fatturato - PQ;Progressive Average Unit Cost - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - PQ];Costo unitario movimento - Fatturato - PQ;Unit Cost Of Movement - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - PQ];Margine costo movimento - Fatturato - PQ;Movement Cost Margin - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - PQ];Margine costo medio progressivo - Fatturato - PQ;Progressive Average Cost Margin - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - PQ];Margine costo medio - Fatturato - PQ;Average Cost Margin - Revenue - PQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - PQ];Margine costo standard - Fatturato - PQ;Standard Cost Margin - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - PQ];Provvigione - Fatturato - PQ;Commission - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - PQ];Provvigione unitaria - Fatturato - PQ;Unit Commission - Turnover - PQ;;;;;;;;;
Measure;Caption;Fatturato[Quantità - Fatturato - QOQ];Quantità - Fatturato - QOQ;Quantity - Turnover - QOQ;;;;;;;;;
Table;DisplayFolder;Fatturato[Variazioni da trimestre precedente (QOQ)];;Change From Previous Quarter (QOQ);;;;;;;;;
Measure;Caption;Fatturato[Importo (no omaggi) - Fatturato - QOQ];Importo (no omaggi) - Fatturato - QOQ;Amount (No Freebies) - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo medio - Fatturato - QOQ];Costo medio - Fatturato - QOQ;Average Cost - Revenue - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo medio progressivo - Fatturato - QOQ];Costo medio progressivo - Fatturato - QOQ;Progressive Average Cost - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo movimento - Fatturato - QOQ];Costo movimento - Fatturato - QOQ;Movement Cost - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo standard - Fatturato - QOQ];Costo standard - Fatturato - QOQ;Standard Cost - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Importo unitario - Fatturato - QOQ];Importo unitario - Fatturato - QOQ;Unit Amount - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario standard - Fatturato - QOQ];Costo unitario standard - Fatturato - QOQ;Standard Unit Cost - Revenue - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - QOQ];Costo unitario medio - Fatturato - QOQ;Average Unit Cost - Revenue - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - QOQ];Costo unitario medio progressivo - Fatturato - QOQ;Progressive Average Unit Cost - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - QOQ];Costo unitario movimento - Fatturato - QOQ;Movement Unit Cost - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - QOQ];Margine costo movimento - Fatturato - QOQ;Movement Cost Margin - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - QOQ];Margine costo medio progressivo - Fatturato - QOQ;Progressive Average Cost Margin - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - QOQ];Margine costo medio - Fatturato - QOQ;Average Cost Margin - Revenue - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - QOQ];Margine costo standard - Fatturato - QOQ;Standard Cost Margin - Revenue - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - QOQ];Provvigione - Fatturato - QOQ;Commission - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - QOQ];Provvigione unitaria - Fatturato - QOQ;Unit Commission - Turnover - QOQ;;;;;;;;;
Measure;Caption;Fatturato[Quantità - Fatturato - QOQ%];Quantità - Fatturato - QOQ%;Quantity - Turnover - QOQ%;;;;;;;;;
Table;DisplayFolder;Fatturato[Variazioni % da trimestre precedente (QOQ%)];;% Change From Previous Quarter (QOQ%);;;;;;;;;
Measure;Caption;Fatturato[Importo (no omaggi) - Fatturato - QOQ%];Importo (no omaggi) - Fatturato - QOQ%;Amount (No Freebies) - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo medio - Fatturato - QOQ%];Costo medio - Fatturato - QOQ%;Average Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo medio progressivo - Fatturato - QOQ%];Costo medio progressivo - Fatturato - QOQ%;Progressive Average Cost - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo movimento - Fatturato - QOQ%];Costo movimento - Fatturato - QOQ%;Movement Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo standard - Fatturato - QOQ%];Costo standard - Fatturato - QOQ%;Standard Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Importo unitario - Fatturato - QOQ%];Importo unitario - Fatturato - QOQ%;Unit Amount - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario standard - Fatturato - QOQ%];Costo unitario standard - Fatturato - QOQ%;Standard Unit Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio - Fatturato - QOQ%];Costo unitario medio - Fatturato - QOQ%;Average Unit Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario medio progressivo - Fatturato - QOQ%];Costo unitario medio progressivo - Fatturato - QOQ%;Progressive Average Unit Cost - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Costo unitario movimento - Fatturato - QOQ%];Costo unitario movimento - Fatturato - QOQ%;Movement Unit Cost - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo movimento - Fatturato - QOQ%];Margine costo movimento - Fatturato - QOQ%;Movement Cost Margin - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio progressivo - Fatturato - QOQ%];Margine costo medio progressivo - Fatturato - QOQ%;Progressive Average Cost Margin - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo medio - Fatturato - QOQ%];Margine costo medio - Fatturato - QOQ%;Average Cost Margin - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Margine costo standard - Fatturato - QOQ%];Margine costo standard - Fatturato - QOQ%;Standard Cost Margin - Revenue - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione - Fatturato - QOQ%];Provvigione - Fatturato - QOQ%;Commission - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Provvigione unitaria - Fatturato - QOQ%];Provvigione unitaria - Fatturato - QOQ%;Unit Commission - Turnover - QOQ%;;;;;;;;;
Measure;Caption;Fatturato[Quantità omaggi - Fatturato];Quantità omaggi - Fatturato;Quantity Of Gifts - Turnover;;;;;;;;;
Measure;Caption;Fatturato[Importo omaggi - Fatturato];Importo omaggi - Fatturato;Amount Of Gifts - Turnover;;;;;;;;;
Table;Caption;Budget;Budget;Budget;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG];Quantità - BDG;Quantity - BDG;;;;;;;;;
Table;DisplayFolder;Budget[Corrente];;Current;;;;;;;;;
Measure;Caption;Budget[Importo - BDG];Importo - BDG;Amount - BDG;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - PM];Quantità - BDG - PM;Quantity - BDG - PM;;;;;;;;;
Table;DisplayFolder;Budget[Mese precedente (PM)];;Previous Month (PM);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - PM];Importo - BDG - PM;Amount - BDG - PM;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - PY];Quantità - BDG - PY;Quantity - BDG - PY;;;;;;;;;
Table;DisplayFolder;Budget[Anno precedente (PY)];;Previous Year (PY);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - PY];Importo - BDG - PY;Amount - BDG - PY;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - YTD];Quantità - BDG - YTD;Quantity - BDG - YTD;;;;;;;;;
Table;DisplayFolder;Budget[Progressivo anno (YTD)];;Progressive Year (YTD);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - YTD];Importo - BDG - YTD;Amount - BDG - YTD;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - PYTD];Quantità - BDG - PYTD;Quantity - BDG - PYTD;;;;;;;;;
Table;DisplayFolder;Budget[Progressivo anno precedente (PYTD)];;Previous Year Progressive (PYTD);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - PYTD];Importo - BDG - PYTD;Amount - BDG - PYTD;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - YOY];Quantità - BDG - YOY;Quantity - BDG - YOY;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni da anno precedente (YOY)];;Change From Previous Year (YOY);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - YOY];Importo - BDG - YOY;Amount - BDG - YOY;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - YOY%];Quantità - BDG - YOY%;Quantity - BDG - YOY%;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni % da anno precedente (YOY%)];;% Change From Previous Year (YOY%);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - YOY%];Importo - BDG - YOY%;Amount - BDG - YOY%;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - YOYTD];Quantità - BDG - YOYTD;Quantity - BDG - YOYTD;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni da anno precedente progressive (YOYTD)];;Progressive Changes From Previous Year (YOYTD);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - YOYTD];Importo - BDG - YOYTD;Amount - BDG - YOYTD;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - YOYTD%];Quantità - BDG - YOYTD%;Quantity - BDG - YOYTD%;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni % da anno precedente progressive (YOYTD%)];;% Change From Previous Year Progressive (YOYTD%);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - YOYTD%];Importo - BDG - YOYTD%;Amount - BDG - YOYTD%;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - MOM];Quantità - BDG - MOM;Quantity - BDG - MOM;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni da mese precedente (MOM)];;Change From Previous Month (MOM);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - MOM];Importo - BDG - MOM;Amount - BDG - MOM;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - MOM%];Quantità - BDG - MOM%;Quantity - BDG - MOM%;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni % da mese precedente (MOM%)];;% Change From Previous Month (MOM%);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - MOM%];Importo - BDG - MOM%;Amount - BDG - MOM%;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG];Importo unitario - BDG;Unit Amount - BDG;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - PM];Importo unitario - BDG - PM;Unit Amount - BDG - PM;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - PY];Importo unitario - BDG - PY;Unit Amount - BDG - PY;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - YTD];Importo unitario - BDG - YTD;Unit Amount - BDG - YTD;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - PYTD];Importo unitario - BDG - PYTD;Unit Amount - BDG - PYTD;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - YOY];Importo unitario - BDG - YOY;Unit Amount - BDG - YOY;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - YOY%];Importo unitario - BDG - YOY%;Unit Amount - BDG - YOY%;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - YOYTD];Importo unitario - BDG - YOYTD;Unit Amount - BDG - YOYTD;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - YOYTD%];Importo unitario - BDG - YOYTD%;Unit Amount - BDG - YOYTD%;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - MOM];Importo unitario - BDG - MOM;Unit Amount - BDG - MOM;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - MOM%];Importo unitario - BDG - MOM%;Unit Amount - BDG - MOM%;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - PQ];Quantità - BDG - PQ;Quantity - BDG - PQ;;;;;;;;;
Table;DisplayFolder;Budget[Trimestre precedente (PQ)];;Previous Quarter (FP);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - PQ];Importo - BDG - PQ;Amount - BDG - PQ;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - QOQ];Quantità - BDG - QOQ;Quantity - BDG - QOQ;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni da trimestre precedente (QOQ)];;Change From Previous Quarter (QOQ);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - QOQ];Importo - BDG - QOQ;Amount - BDG - QOQ;;;;;;;;;
Measure;Caption;Budget[Quantità - BDG - QOQ%];Quantità - BDG - QOQ%;Quantity - BDG - QOQ%;;;;;;;;;
Table;DisplayFolder;Budget[Variazioni % da trimestre precedente (QOQ%)];;% Change From Previous Quarter (QOQ%);;;;;;;;;
Measure;Caption;Budget[Importo - BDG - QOQ%];Importo - BDG - QOQ%;Amount - BDG - QOQ%;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - PQ];Importo unitario - BDG - PQ;Unit Amount - BDG - PQ;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - QOQ];Importo unitario - BDG - QOQ;Unit Amount - BDG - QOQ;;;;;;;;;
Measure;Caption;Budget[Importo unitario - BDG - QOQ%];Importo unitario - BDG - QOQ%;Unit Amount - BDG - QOQ%;;;;;;;;;
Measure;Caption;Budget[Xls Importo - BDG];Xls Importo - BDG;Xls Amount - BDG;;;;;;;;;
Measure;Caption;Budget[Avanzamento sul target val massimo];Avanzamento sul target val massimo;Progress On The Maximum Target;;;;;;;;;
Measure;Caption;Budget[Misura];Misura;Measure;;;;;;;;;
Measure;Caption;Budget[Target];Target;Target;;;;;;;;;
Table;Caption;Varie;Varie;Various;;;;;;;;;
Measure;Caption;Varie[Data prima vendita];Data prima vendita;Date Of First Sale;;;;;;;;;
Measure;Caption;Varie[Data ultima vendita];Data ultima vendita;Last Sale Date;;;;;;;;;
Measure;Caption;Varie[Data primo budget];Data primo budget;First Budget Date;;;;;;;;;
Measure;Caption;Varie[Data ultimo budget];Data ultimo budget;Last Budget Date;;;;;;;;;
Measure;Caption;Varie[Data e ora ultimo reload];Data e ora ultimo reload;Last Reload Date And Time;;;;;;;;;
Measure;Caption;Varie[Clienti con fatturato];Clienti con fatturato;Customers With Turnover;;;;;;;;;
Measure;Caption;Varie[Articoli con fatturato];Articoli con fatturato;Items With Turnover;;;;;;;;;
Measure;Caption;Varie[Nuovi clienti (per fatturato)];Nuovi clienti (per fatturato);New Customers (By Turnover);;;;;;;;;
Measure;Caption;Varie[Utente collegato];Utente collegato;Logged In User;;;;;;;;;
Measure;Caption;Varie[Nuovi articoli (per fatturato)];Nuovi articoli (per fatturato);New Items (By Turnover);;;;;;;;;
Measure;Caption;Varie[Nuovi clienti su base mensile (per fatturato)];Nuovi clienti su base mensile (per fatturato);New Customers On A Monthly Basis (By Turnover);;;;;;;;;
Measure;Caption;Varie[Nuovi articoli su base mensile (per fatturato)];Nuovi articoli su base mensile (per fatturato);New Items On A Monthly Basis (By Revenue);;;;;;;;;
Measure;Caption;Varie[ABC Categoria clienti - Importo (no omaggi) - Fatturato];ABC Categoria clienti - Importo (no omaggi) - Fatturato;ABC Customer Category - Amount (No Gifts) - Turnover;;;;;;;;;
Measure;Caption;Varie[ABC Categoria clienti - Importo (no omaggi) Cum. - Fatturato];ABC Categoria clienti - Importo (no omaggi) Cum. - Fatturato;ABC Customer Category - Amount (No Gifts). - Turnover;;;;;;;;;
Measure;Caption;Varie[ABC Categoria clienti - Importo (no omaggi) Cum.% - Fatturato];ABC Categoria clienti - Importo (no omaggi) Cum.% - Fatturato;ABC Customer Category - Amount (No Gifts).% - Turnover;;;;;;;;;
Measure;Caption;Varie[ABC Clienti - Importo (no omaggi) - Fatturato];ABC Clienti - Importo (no omaggi) - Fatturato;ABC Customers - Amount (No Gifts) - Turnover;;;;;;;;;
Measure;Caption;Varie[ABC Clienti - Importo (no omaggi) Cum. - Fatturato];ABC Clienti - Importo (no omaggi) Cum. - Fatturato;ABC Customers - Amount (No Gifts). - Turnover;;;;;;;;;
Measure;Caption;Varie[ABC Clienti - Importo (no omaggi) Cum.% - Fatturato];ABC Clienti - Importo (no omaggi) Cum.% - Fatturato;ABC Clients - Amount (No Gifts).% - Turnover;;;;;;;;;
Measure;Caption;Varie[Giorni trascorsi da ultima fatturazione];Giorni trascorsi da ultima fatturazione;Days Since Last Billing;;;;;;;;;
Measure;Caption;Varie[Numero di fatture];Numero di fatture;Number Of Invoices;;;;;;;;;
Measure;Caption;Varie[Data prima fatturazione];Data prima fatturazione;First Billing Date;;;;;;;;;
Measure;Caption;Varie[Data ultima fatturazione];Data ultima fatturazione;Last Billing Date;;;;;;;;;
Measure;Caption;Varie[Giorni medi di fatturazione];Giorni medi di fatturazione;Average Billing Days;;;;;;;;;
Measure;Caption;Varie[Situazione clienti abituali];Situazione clienti abituali;Situation Of Regular Customers;;;;;;;;;
Measure;Caption;Varie[Stringa periodo di riferimento];Stringa periodo di riferimento;Reference Period String;;;;;;;;;
Measure;Caption;Varie[Articolo selezionato];Articolo selezionato;Selected Article;;;;;;;;;
Measure;Caption;Varie[Cliente selezionato];Cliente selezionato;Selected Customer;;;;;;;;;
Measure;Caption;Varie[Data primo budget XLS];Data primo budget XLS;First XLS Budget Date;;;;;;;;;
Measure;Caption;Varie[Data ultimo budget XLS];Data ultimo budget XLS;Last XLS Budget Date;;;;;;;;;
Measure;Caption;Varie[Stringa periodo di riferimento EN];Stringa periodo di riferimento EN;Reference Period String EN;;;;;;;;;
Measure;Caption;Varie[Agente Selezionato];Agente Selezionato;Selected Agent;;;;;;;;;
Measure;Caption;Varie[Agente Selezionato en];Agente Selezionato en;Selected Agent En;;;;;;;;;
Table;Caption;Consuntivo vs Budget;Consuntivo vs Budget;Final Balance Vs Budget;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Quantità - Fatturato - VCB];Quantità - Fatturato - VCB;Quantity - Turnover - VCB;;;;;;;;;
Table;DisplayFolder;Consuntivo vs Budget[Scostamenti correnti];;Current Deviations;;;;;;;;;
